,ciudad,tipo_de_contrato,estado_contrato,modalidad_de_contratacion,fecha_de_firma,fecha_de_inicio_del_contrato,fecha_de_fin_del_contrato,valor_del_contrato
1631,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-12T15:01:05.000,2022-01-13T00:00:00.000,2022-12-31T00:00:00.000,131244986
1632,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-01-30T00:01:54.000,2020-01-10T00:00:00.000,2020-05-08T00:00:00.000,40091323
1633,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-01-25T22:01:47.000,2021-01-27T00:00:00.000,2021-12-31T00:00:00.000,133198089
1634,Bogotá,Prestación de servicios,terminado,Contratación directa,2021-01-15T22:01:24.000,2021-01-18T00:00:00.000,2021-12-31T00:00:00.000,48860000
1635,Bogotá,Prestación de servicios,terminado,Contratación directa,2023-07-05T13:07:02.000,2023-07-06T00:00:00.000,2023-12-31T00:00:00.000,27444258
1636,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-18T19:01:38.000,2022-01-19T00:00:00.000,2022-12-31T00:00:00.000,40836615
1637,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-02-17T15:02:25.000,2023-02-20T00:00:00.000,2023-06-19T00:00:00.000,29960000
1638,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-11-16T17:11:58.000,2021-11-17T00:00:00.000,2021-12-31T00:00:00.000,13200000
1639,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-26T09:05:01.000,2023-05-29T00:00:00.000,2023-12-31T00:00:00.000,37258136
1640,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2022-01-24T09:01:23.000,2022-01-25T00:00:00.000,2022-12-31T00:00:00.000,188017756
1641,Bogotá,Prestación de servicios,Modificado,Contratación directa,2020-02-28T15:02:35.000,2020-02-06T00:00:00.000,2020-12-31T00:00:00.000,70199984
1642,Bogotá,Prestación de servicios,Modificado,Contratación directa,2020-05-08T15:05:07.000,2020-05-11T00:00:00.000,2020-12-31T00:00:00.000,69300000
1643,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-03-01T17:03:10.000,2021-03-04T00:00:00.000,2021-12-31T00:00:00.000,199835844
1644,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-27T00:01:48.000,2022-01-28T00:00:00.000,2022-09-30T00:00:00.000,78294420
1645,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-06-21T11:06:37.000,2023-06-22T00:00:00.000,2023-12-31T00:00:00.000,27860000
1646,Bogotá,Otro,En ejecución,Contratación régimen especial,2023-01-23T06:01:01.000,2023-01-24T00:00:00.000,2023-05-15T00:00:00.000,39666662
1647,Bogotá,Otro,Modificado,Contratación régimen especial,2022-01-17T14:01:00.000,2022-01-18T00:00:00.000,2022-12-31T00:00:00.000,142968000
1648,Bogotá,Prestación de servicios,En ejecución,Mínima cuantía,2022-09-13T08:09:10.000,2022-09-14T00:00:00.000,2022-12-23T00:00:00.000,8533838
1649,Bogotá,Prestación de servicios,terminado,Contratación directa,2022-01-26T11:01:15.000,2022-01-27T00:00:00.000,2022-12-21T00:00:00.000,99656174
1650,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-12T15:05:18.000,2023-05-15T00:00:00.000,2023-12-31T00:00:00.000,90301039
1651,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-20T21:01:38.000,2022-01-24T00:00:00.000,2022-12-31T00:00:00.000,151720465
1652,Bogotá,Arrendamiento de inmuebles,Modificado,Contratación directa,2020-11-26T15:11:55.000,2020-12-01T00:00:00.000,2022-11-30T00:00:00.000,317302984
1653,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-02-15T11:02:15.000,2021-02-16T00:00:00.000,2021-12-31T00:00:00.000,93012238
1654,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-20T20:01:47.000,2022-01-21T00:00:00.000,2022-12-31T00:00:00.000,57000004
1655,Bogotá,Prestación de servicios,Modificado,Contratación directa,2020-01-24T11:01:07.000,2020-01-08T00:00:00.000,2020-12-31T00:00:00.000,73036218
1656,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-02-03T11:02:24.000,2023-02-03T00:00:00.000,2023-06-02T00:00:00.000,16800000
1657,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-02-25T16:02:27.000,2020-01-20T00:00:00.000,2020-12-31T00:00:00.000,112781624
1658,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-08-25T18:08:58.000,2023-08-29T00:00:00.000,2023-12-31T00:00:00.000,22278900
1659,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-02-16T15:02:01.000,2023-02-17T00:00:00.000,2023-06-16T00:00:00.000,56000000
1660,Bogotá,Otro,Modificado,Contratación régimen especial,2022-01-11T22:01:03.000,2022-01-13T00:00:00.000,2022-12-31T00:00:00.000,166615340
1661,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-11T16:01:30.000,2023-01-12T00:00:00.000,2023-07-11T00:00:00.000,93571380
1662,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-07-28T14:07:38.000,2023-07-31T00:00:00.000,2023-12-31T00:00:00.000,45950729
1663,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2021-02-17T23:02:36.000,2021-02-18T00:00:00.000,2021-12-31T00:00:00.000,49920000
1664,Bogotá,Arrendamiento de inmuebles,terminado,Contratación directa,2020-09-25T09:09:00.000,2020-10-01T00:00:00.000,2020-11-30T00:00:00.000,83080196
1665,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-25T19:01:30.000,2022-01-26T00:00:00.000,2022-07-31T00:00:00.000,31166669
1666,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-03-22T21:03:31.000,2023-03-23T00:00:00.000,2023-07-22T00:00:00.000,75292000
1667,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-01-21T14:01:37.000,2021-01-22T00:00:00.000,2021-12-31T00:00:00.000,127241202
1668,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-04-02T11:04:12.000,2020-03-03T00:00:00.000,2020-12-18T00:00:00.000,69966651
1669,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-02-02T10:02:00.000,2023-02-03T00:00:00.000,2023-06-02T00:00:00.000,36720000
1670,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2023-01-05T20:01:30.000,2023-01-06T00:00:00.000,2023-07-05T00:00:00.000,55440000
1671,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-19T15:01:08.000,2022-01-20T00:00:00.000,2022-12-31T00:00:00.000,104209178
1672,Bogotá,Prestación de servicios,cedido,Contratación directa,2020-01-24T15:01:53.000,2020-01-16T00:00:00.000,2020-12-31T00:00:00.000,95403728
1673,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-16T00:01:57.000,2023-01-17T00:00:00.000,2023-05-16T00:00:00.000,30240000
1674,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-23T07:05:19.000,2023-05-24T00:00:00.000,2023-12-31T00:00:00.000,61625838
1675,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-31T08:05:04.000,2023-06-01T00:00:00.000,2023-12-31T00:00:00.000,29554067
1676,Bogotá,Otro,Activo,Contratación régimen especial,2023-11-01T00:11:46.000,,2023-12-31T00:00:00.000,18824000
1677,Bogotá,Otro,En ejecución,Contratación régimen especial,2021-01-07T18:01:02.000,2021-01-08T00:00:00.000,2021-12-31T00:00:00.000,204764000
1678,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-11-09T10:11:06.000,2021-11-10T00:00:00.000,2021-12-21T00:00:00.000,22933326
1679,Bogotá,Prestación de servicios,Suspendido,Contratación directa,2023-07-12T15:07:54.000,2023-07-13T00:00:00.000,2023-12-31T00:00:00.000,64178610
1680,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-10-08T17:10:16.000,2021-10-11T00:00:00.000,2021-12-31T00:00:00.000,25500000
1681,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-13T17:01:29.000,2023-01-16T00:00:00.000,2023-05-15T00:00:00.000,50820000
1682,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-19T14:05:23.000,2023-05-23T00:00:00.000,2023-12-31T00:00:00.000,52851000
1683,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-23T19:05:10.000,2023-05-24T00:00:00.000,2023-12-31T00:00:00.000,102835173
1684,Bogotá,Prestación de servicios,terminado,Mínima cuantía,2023-06-08T15:06:08.000,2023-06-13T00:00:00.000,2023-06-22T00:00:00.000,3795000
1685,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-01-29T15:01:59.000,2020-01-20T00:00:00.000,2020-12-31T00:00:00.000,87779992
1686,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-01-26T17:01:28.000,2021-01-27T00:00:00.000,2021-12-31T00:00:00.000,118186320
1687,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-19T10:01:30.000,2023-01-20T00:00:00.000,2023-05-19T00:00:00.000,30000000
1688,Bogotá,Compraventa,terminado,Selección abreviada subasta inversa,2021-06-17T16:06:28.000,2021-06-23T00:00:00.000,2022-05-15T00:00:00.000,848898744
1689,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-17T10:01:56.000,2022-01-18T00:00:00.000,2022-12-31T00:00:00.000,57333324
1690,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-07-17T18:07:57.000,2023-07-18T00:00:00.000,2023-12-31T00:00:00.000,25584000
1691,Bogotá,Otro,Modificado,Contratación régimen especial,2022-06-10T18:06:11.000,2022-06-15T00:00:00.000,2022-12-31T00:00:00.000,660078720
1692,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2022-01-24T00:01:48.000,2022-01-26T00:00:00.000,2022-12-31T00:00:00.000,93661326
1693,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-01-24T09:01:10.000,2020-01-22T00:00:00.000,2020-12-31T00:00:00.000,39766466
1694,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-06-15T08:06:53.000,2023-06-16T00:00:00.000,2023-12-31T00:00:00.000,41896800
1695,Bogotá,Prestación de servicios,cedido,Contratación directa,2020-02-06T14:02:12.000,2020-01-24T00:00:00.000,2020-12-24T00:00:00.000,93018115
1696,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2022-01-14T17:01:51.000,2022-01-17T00:00:00.000,2022-12-31T00:00:00.000,90291091
1697,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-07-19T06:07:23.000,2023-07-21T00:00:00.000,2023-12-31T00:00:00.000,69546671
1698,Bogotá,Otro,Cerrado,Contratación régimen especial,2022-01-07T20:01:06.000,2022-01-11T00:00:00.000,2022-12-31T00:00:00.000,159172748
1699,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-13T18:01:27.000,2023-01-16T00:00:00.000,2023-07-15T00:00:00.000,68214288
1700,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-05T23:01:16.000,2023-01-06T00:00:00.000,2023-07-05T00:00:00.000,63000000
1701,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-10-09T18:10:16.000,2023-10-10T00:00:00.000,2023-12-31T00:00:00.000,8664674
1702,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-05-12T16:05:41.000,2021-05-14T00:00:00.000,2021-07-31T00:00:00.000,21698654
1703,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-31T22:01:50.000,2023-02-01T00:00:00.000,2023-07-31T00:00:00.000,47400000
1704,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2021-03-08T17:03:33.000,2021-03-09T00:00:00.000,2021-12-31T00:00:00.000,87802665
1705,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-23T16:01:28.000,2023-01-24T00:00:00.000,2023-05-23T00:00:00.000,20708000
1706,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-01-13T18:01:34.000,2020-01-09T00:00:00.000,2020-12-21T00:00:00.000,73438970
1707,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-29T09:05:08.000,2023-05-30T00:00:00.000,2023-12-31T00:00:00.000,61199867
1708,Bogotá,Otro,Activo,Contratación régimen especial,2020-01-22T18:01:38.000,2020-01-13T00:00:00.000,2020-12-31T00:00:00.000,147999886
1709,Bogotá,Prestación de servicios,cedido,Contratación directa,2022-01-26T21:01:06.000,2022-01-27T00:00:00.000,2022-12-31T00:00:00.000,53760000
1710,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-27T21:01:06.000,2022-01-28T00:00:00.000,2022-07-31T00:00:00.000,55500000
1711,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-12-03T18:12:05.000,2021-12-06T00:00:00.000,2021-12-31T00:00:00.000,3816800
1712,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-12T11:05:33.000,2023-05-15T00:00:00.000,2023-12-31T00:00:00.000,72617300
1713,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-14T19:01:45.000,2022-01-17T00:00:00.000,2022-12-31T00:00:00.000,81666667
1714,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-01-27T16:01:18.000,2020-01-21T00:00:00.000,2020-12-31T00:00:00.000,120540717
1715,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2021-01-07T20:01:39.000,2021-01-08T00:00:00.000,2021-12-31T00:00:00.000,77880000
1716,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-02-02T15:02:52.000,2023-02-03T00:00:00.000,2023-06-02T00:00:00.000,39060000
1717,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-02-25T16:02:15.000,2020-02-12T00:00:00.000,2020-12-31T00:00:00.000,148866654
1718,Bogotá,Prestación de servicios,terminado,Contratación directa,2023-06-01T08:06:54.000,2023-06-12T00:00:00.000,2023-12-31T00:00:00.000,68722500
1719,Bogotá,Prestación de servicios,terminado,Contratación directa,2021-01-28T22:01:44.000,2021-01-29T00:00:00.000,2021-12-31T00:00:00.000,106985461
1720,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-19T15:05:36.000,2023-05-23T00:00:00.000,2023-12-31T00:00:00.000,73375971
1721,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-02-22T15:02:12.000,2023-02-23T00:00:00.000,2023-08-22T00:00:00.000,19812000
1722,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2020-06-19T18:06:56.000,2020-06-23T00:00:00.000,2020-12-31T00:00:00.000,26782018
1723,Bogotá,Prestación de servicios,cedido,Contratación directa,2023-01-30T21:01:52.000,2023-01-31T00:00:00.000,2023-05-30T00:00:00.000,39270000
1724,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-10T21:01:33.000,2023-01-11T00:00:00.000,2023-05-10T00:00:00.000,33590420
1725,Bogotá,Prestación de servicios,cedido,Contratación directa,2020-01-24T14:01:27.000,2020-01-21T00:00:00.000,2020-12-31T00:00:00.000,82561050
1726,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-02-06T15:02:51.000,2020-01-30T00:00:00.000,2020-12-31T00:00:00.000,75399601
1727,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-08-24T09:08:55.000,2023-08-25T00:00:00.000,2023-12-31T00:00:00.000,36830000
1728,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-02-28T15:02:13.000,2020-01-28T00:00:00.000,2020-12-31T00:00:00.000,92570295
1729,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-19T16:01:24.000,2023-01-20T00:00:00.000,2023-05-19T00:00:00.000,18240000
1730,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-25T19:01:08.000,2022-01-28T00:00:00.000,2022-12-31T00:00:00.000,79254240
1731,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-02-14T00:02:08.000,2023-02-15T00:00:00.000,2023-06-14T00:00:00.000,36000000
1732,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-21T18:01:07.000,2022-01-24T00:00:00.000,2022-12-31T00:00:00.000,99881661
1733,Bogotá,Prestación de servicios,cedido,Contratación directa,2022-01-20T20:01:27.000,2022-01-21T00:00:00.000,2022-12-21T00:00:00.000,117701593
1734,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-07-18T08:07:44.000,2023-07-19T00:00:00.000,2023-12-31T00:00:00.000,31160000
1735,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2021-01-18T00:01:35.000,2021-01-19T00:00:00.000,2021-12-31T00:00:00.000,160769808
1736,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-01-26T00:01:32.000,2021-01-27T00:00:00.000,2021-12-31T00:00:00.000,53419100
1737,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-31T20:01:33.000,2023-02-02T00:00:00.000,2023-06-01T00:00:00.000,11880000
1738,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2022-01-13T13:01:50.000,2022-01-14T00:00:00.000,2022-12-31T00:00:00.000,93300484
1739,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-01-25T22:01:30.000,2021-01-26T00:00:00.000,2021-12-31T00:00:00.000,71971200
1740,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-06-06T17:06:29.000,2023-06-07T00:00:00.000,2023-12-31T00:00:00.000,35548733
1741,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-11-08T18:11:42.000,2021-11-10T00:00:00.000,2021-12-31T00:00:00.000,6704089
1742,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-01-27T16:01:34.000,2020-01-21T00:00:00.000,2020-12-31T00:00:00.000,96923365
1743,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-23T07:01:39.000,2023-01-24T00:00:00.000,2023-05-23T00:00:00.000,33200000
1744,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-02-06T08:02:19.000,2023-02-06T00:00:00.000,2023-06-05T00:00:00.000,17880000
1745,Bogotá,Otro,Modificado,Contratación régimen especial,2023-01-12T19:01:08.000,2023-01-13T00:00:00.000,2023-05-12T00:00:00.000,41019156
1746,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2021-01-29T00:01:02.000,2021-02-01T00:00:00.000,2021-12-24T00:00:00.000,59399992
1747,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-07-05T08:07:58.000,2023-07-06T00:00:00.000,2023-12-31T00:00:00.000,54208000
1748,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-30T21:01:27.000,2023-01-31T00:00:00.000,2023-05-30T00:00:00.000,43320000
1749,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-01-27T16:01:19.000,2020-01-23T00:00:00.000,2020-12-31T00:00:00.000,99835500
1750,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-02-15T10:02:43.000,2023-02-16T00:00:00.000,2023-06-15T00:00:00.000,36000000
1751,Bogotá,Otro,Modificado,Contratación régimen especial,2022-01-12T15:01:13.000,2022-01-14T00:00:00.000,2022-12-31T00:00:00.000,132573454
1752,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-01-25T22:01:08.000,2021-01-27T00:00:00.000,2021-12-31T00:00:00.000,100406015
1753,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-18T00:05:12.000,2023-05-19T00:00:00.000,2023-12-31T00:00:00.000,56526400
1754,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-06-30T18:06:37.000,2023-07-04T00:00:00.000,2023-12-31T00:00:00.000,50051820
1755,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-27T21:01:35.000,2023-01-31T00:00:00.000,2023-05-30T00:00:00.000,53040000
1756,Bogotá,Prestación de servicios,cedido,Contratación directa,2022-01-14T14:01:11.000,2022-01-17T00:00:00.000,2022-12-31T00:00:00.000,86250000
1757,Bogotá,Prestación de servicios,En ejecución,Contratación régimen especial,2020-05-22T16:05:08.000,2020-05-22T00:00:00.000,2020-09-08T00:00:00.000,25854892
1758,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-02-17T11:02:24.000,2020-01-14T00:00:00.000,2020-12-31T00:00:00.000,49469956
1759,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-03-17T14:03:49.000,2020-01-15T00:00:00.000,2020-12-31T00:00:00.000,53237641
1760,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-07-11T17:07:24.000,2023-07-12T00:00:00.000,2023-12-31T00:00:00.000,45333340
1761,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2020-09-18T15:09:27.000,2020-09-21T00:00:00.000,2020-12-31T00:00:00.000,27366660
1762,Bogotá,Prestación de servicios,Modificado,Contratación directa,2021-02-04T20:02:55.000,2021-02-08T00:00:00.000,2021-12-31T00:00:00.000,142053588
1763,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2020-11-03T14:11:14.000,2020-11-05T00:00:00.000,2020-12-31T00:00:00.000,26200000
1764,Bogotá,Consultoría,terminado,Concurso de méritos abierto,2020-03-05T11:03:42.000,2019-12-10T00:00:00.000,2020-12-22T00:00:00.000,1338000000
1765,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-01-14T17:01:54.000,2021-01-15T00:00:00.000,2021-12-31T00:00:00.000,100283000
1766,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-05T17:05:26.000,2023-05-08T00:00:00.000,2023-12-31T00:00:00.000,90090000
1767,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2021-11-10T16:11:14.000,2021-11-12T00:00:00.000,2021-12-31T00:00:00.000,15000000
1768,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-01-24T14:01:21.000,2020-01-07T00:00:00.000,2020-12-31T00:00:00.000,68988325
1769,Bogotá,Prestación de servicios,cedido,Contratación directa,2023-01-10T19:01:47.000,2023-01-11T00:00:00.000,2023-05-10T00:00:00.000,55652000
1770,Bogotá,Prestación de servicios,terminado,Contratación directa,2021-01-27T09:01:05.000,2021-01-28T00:00:00.000,2021-12-17T00:00:00.000,64493775
1771,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-12-01T17:12:37.000,2022-12-05T00:00:00.000,2022-12-31T00:00:00.000,9999990
1772,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-18T22:01:21.000,2023-01-19T00:00:00.000,2023-05-18T00:00:00.000,33200000
1773,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2020-11-25T07:11:11.000,2020-11-26T00:00:00.000,2020-12-24T00:00:00.000,9866662
1774,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-20T20:01:38.000,2022-01-21T00:00:00.000,2022-12-31T00:00:00.000,165533010
1775,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-08-22T18:08:35.000,2023-08-24T00:00:00.000,2023-12-31T00:00:00.000,49449997
1776,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-21T21:01:56.000,2022-01-25T00:00:00.000,2022-12-22T00:00:00.000,134199980
1777,Bogotá,Prestación de servicios,cedido,Contratación directa,2021-01-21T19:01:45.000,2021-01-22T00:00:00.000,2021-12-31T00:00:00.000,70263201
1778,Bogotá,Prestación de servicios,Activo,Contratación directa,2020-01-30T00:01:59.000,2020-01-20T00:00:00.000,2020-12-31T00:00:00.000,40000386
1779,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-25T19:01:28.000,2022-01-26T00:00:00.000,2022-12-31T00:00:00.000,35229644
1780,Bogotá,Prestación de servicios,cedido,Contratación directa,2023-02-17T16:02:39.000,2023-02-20T00:00:00.000,2023-06-19T00:00:00.000,35200000
1781,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2020-06-01T20:06:18.000,2020-06-02T00:00:00.000,2020-11-30T00:00:00.000,79356657
1782,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-12T11:05:23.000,2023-05-15T00:00:00.000,2023-12-31T00:00:00.000,80384311
1783,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-20T19:01:12.000,2022-01-24T00:00:00.000,2022-12-31T00:00:00.000,144918994
1784,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-12T21:01:47.000,2022-01-14T00:00:00.000,2022-12-31T00:00:00.000,62744400
1785,Bogotá,Otro,terminado,Contratación directa,2021-10-20T16:10:13.000,2021-10-26T00:00:00.000,2022-01-14T00:00:00.000,3097613505
1786,Bogotá,Otro,Modificado,Contratación régimen especial,2023-01-19T20:01:18.000,2023-01-20T00:00:00.000,2023-12-31T00:00:00.000,68425000
1787,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-07-27T17:07:45.000,2023-07-28T00:00:00.000,2023-12-31T00:00:00.000,62550615
1788,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2022-01-07T19:01:42.000,2022-01-11T00:00:00.000,2022-12-31T00:00:00.000,95051250
1789,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2020-11-04T16:11:44.000,2020-11-05T00:00:00.000,2020-12-31T00:00:00.000,33600000
1790,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-06-23T00:06:29.000,2023-06-26T00:00:00.000,2023-12-31T00:00:00.000,47817000
1791,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2022-01-12T22:01:34.000,2022-01-13T00:00:00.000,2022-12-31T00:00:00.000,126199966
1792,Bogotá,Prestación de servicios,En ejecución,Selección abreviada subasta inversa,2021-11-18T15:11:55.000,2021-11-23T00:00:00.000,2021-12-15T00:00:00.000,255672143
1793,Bogotá,Prestación de servicios,Cerrado,Contratación directa,2022-01-13T22:01:26.000,2022-01-14T00:00:00.000,2022-12-31T00:00:00.000,86081637
1794,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-02-10T16:02:02.000,2023-02-14T00:00:00.000,2023-06-13T00:00:00.000,36720000
1795,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2021-06-28T00:06:58.000,2021-06-30T00:00:00.000,2021-12-31T00:00:00.000,60666666
1796,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-06-28T08:06:51.000,2023-06-29T00:00:00.000,2023-12-31T00:00:00.000,59169999
1797,Bogotá,Prestación de servicios,Modificado,Contratación directa,2023-01-23T22:01:02.000,2023-01-24T00:00:00.000,2023-05-23T00:00:00.000,36000000
1798,Bogotá,Otro,terminado,Mínima cuantía,2021-06-22T19:06:09.000,2021-06-25T00:00:00.000,2021-12-21T00:00:00.000,8143024
1799,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-05-31T08:05:28.000,2023-06-01T00:00:00.000,2023-12-31T00:00:00.000,36601467
1800,Bogotá,Compraventa,En ejecución,Mínima cuantía,2020-09-08T16:09:49.000,2020-09-10T00:00:00.000,2020-12-11T00:00:00.000,52755410
1801,Bogotá,Otro,Modificado,Contratación régimen especial,2023-01-17T19:01:39.000,2023-01-18T00:00:00.000,2023-12-31T00:00:00.000,153525000
1802,Bogotá,Prestación de servicios,En ejecución,Contratación directa,2023-08-04T18:08:24.000,2023-08-09T00:00:00.000,2023-12-31T00:00:00.000,25187059
1803,Bogotá,Prestación de servicios,En ejecución,Mínima cuantía,2022-05-10T16:05:53.000,2022-05-12T00:00:00.000,2022-11-30T00:00:00.000,5528500
1804,Bogotá,Prestación de servicios,Modificado,Contratación directa,2022-01-26T20:01:13.000,2022-01-31T00:00:00.000,2022-12-20T00:00:00.000,76066666
1805,Bogotá,Otro,Activo,Contratación régimen especial,2020-01-22T18:01:54.000,2020-01-14T00:00:00.000,2020-12-31T00:00:00.000,87734794
